single,swarm,thread,process
0.972028,0.972028,0.972028,0.972028
0.972028,0.972028,0.972028,0.972028
0.972028,0.972028,0.972028,0.972028
0.972028,0.972028,0.972028,0.972028
0.972028,0.972028,0.972028,0.972028
0.972028,0.972028,0.972028,0.972028
0.972028,0.972028,0.972028,0.972028
0.972028,0.972028,0.972028,0.972028
0.972028,0.972028,0.972028,0.972028
0.972028,0.972028,0.972028,0.972028
