,DE,CRO,GA,CGO,GBO,PSS,SMA,EOA,BBO,AEO,GCO,TLO,FBIO,GSKA,QSA,HS,HGSO,NRO,EFO,EO,DO,GWO,HGS,HHO,WOA,PSO,SSA,PFA
F12017,17774604480.48278,13345002.713608239,9071330.500209391,20223010802.42184,355975278.58505046,3479499734.7897825,11728840.204499498,37133806337.18226,22379034.385969765,2066506039.4284167,22007394028.847313,3870.251588973138,9491692.593116183,561.2905217134387,32153.239530083887,1396701.8734661732,68240276985.05381,7372874.254561124,21308964628.54131,20528.7076256598,17430759228.705467,23929636922.285896,20554068485.33332,6909237913.128418,18775650634.531075,54872863050.72529,159524479.07352784,8327866559.276057
F22017,64002.29203517116,11419.837337510153,16211.802752811238,46680.59003138232,6346.092865719713,9671.514863785049,89.26541683914573,48899.77033986251,17222.40925580852,28490.05426914659,67973.40691053521,0.0030506149900111994,4.4300708500033945,0.049036161539549906,158.18203296765432,59.6692152229007,131488.66081653262,114.9617700202487,93935.83814653012,1.1500506218034263,64178.43762208828,91277.67390638813,54127.81696560189,26194.768864080288,21306.22441135608,120121.2835369234,12591.69396307167,51785.85495996017
F32017,2902.4859803107015,83.62920936549621,157.06758281367664,953.7385482583053,215.98241218689776,375.2909734519991,34.221336415048185,7326.822344564576,99.7956603018159,1088.7980332436296,2405.8383270598542,79.52332725983022,199.9496348018285,31.811590185932157,31.82271510804071,81.7129029382306,15968.443452047437,32.2664650204159,9852.11586874865,85.16285534962506,3195.808385521862,4871.079263982739,2065.284762726943,680.3740610513012,545.9099427602366,14929.643293476323,118.16888656567951,1143.954005687012
F42017,31652.912110518908,322.05593660963893,253.8325416448916,34058.360273881466,1064.6848339868418,4857.017422798394,269.7380190677294,43787.95671864296,266.18052749593954,6412.939523384112,18915.5370221654,250.72774355851257,1150.2907094409643,223.20494592395707,212.2360165384185,304.0336470726187,78835.88173557728,152.1379240778062,55823.27603118312,90.2900101195786,8173.62714162448,22660.118616079806,27886.677351942268,7652.956579542054,12197.66534782937,68398.39125075056,9209.79542719778,14397.22614641688
F52017,0.045116771941018805,0.0013002556550909,0.0001676139643776,0.0061671382557889,0.0015837829245642,0.014484199140583232,0.0365801134382389,0.0143511694279998,0.0010545942392089,0.009468452035518998,0.0460288938347575,0.0001077690155037,0.000248370976065,0.0118464903996694,0.000581720037835,0.0008272692509046,0.07215954703519642,0.0015788948084038998,0.0188788737951131,0.0001670336458965,0.03427134530556051,0.016813991936380897,0.0022997124577732,0.012315248025278402,0.0017702984490662003,0.06300308630696519,0.0005362161963365,0.026147796134033903
F62017,71184.87069231783,3361.9825904602526,2013.0437675780454,2337.3872415146693,53023.61510614118,30951.48341758211,1288.614818088306,9106.029377889261,6193.573889100835,17928.36728376081,47874.97058615797,12259.298128877315,3084.787826169317,2528.086691512943,15513.69390223217,5667.748023674049,109539.08205309925,8095.609533947747,40922.70298188266,2899.3986394690583,44252.45507954784,27686.408513573268,15760.853522421972,14230.77246566441,9662.391924928175,64004.77750056994,6995.852814061092,47544.65092960636
F72017,3.495785280786348,0.13274888999062026,0.06102833903865838,0.6309974563555878,0.09585959915995242,1.9365485189419567,0.6960640714606346,1.94209060555603,0.04175264431791291,0.7742695172741954,3.793991271809232,0.2724370743991642,0.0256173841089763,0.1559063669847265,1.70037823792391,0.0102627633461355,5.181498852133265,0.31204131088405684,1.439212613617041,0.070754760502291,4.217462671390178,1.6646297234353686,1.2486346766847196,0.0073382620891593005,1.7151359338619834,7.896209795318657,0.14711742326959737,2.7670200090679002
F82017,39.34772105232439,19.402136919580066,4.081321080644867,19.411753637129895,7.3244537175808615,6.2400158069691996,4.77065367493532,18.71601714340432,8.294357638422639,16.08959939010599,56.04958524261782,1.081034284280365,3.447231646463538,1.4203033393586595e-09,1.034201311262168,6.473759039629937,60.461562358284866,0.8378726074928424,38.73381181324463,4.096735802807997,12.796582297493677,17.24911769573499,15.369707666989257,9.658516927136647,13.569582002374597,67.16059917058536,9.019656248225605,12.842874498785296
F92017,6826.91310500058,3584.9116734414215,1428.9394648058824,5569.634132473055,5975.130641703379,6747.974134692416,3571.4376717745035,3648.945630552013,2941.84479390796,5985.757609589293,4401.665150195489,7239.947194228109,3441.0604519508242,7505.871988618994,4144.416113652088,2063.3552922939575,8300.448162800249,4459.479739257428,8399.447394439992,4319.204713917083,7135.878373066955,5367.852750168328,6160.353494762508,5250.252198229033,3248.535742914475,7719.533995247342,5698.725712172558,8026.883020397746
F102017,294457.18437217467,129083.85809015487,58900.04432957887,91214.03284477945,88312.00561912982,208993.94227349485,70573.17977414734,10537681.79239538,66990.90853573839,150894.5506423899,137621.07381408513,16641.017700309043,10151.631173462956,23183.239562523675,16333.793444728979,72627.81272772912,107442503.21400109,42844.13185417421,540295.0763628783,18408.578674600634,871731.3439960523,247811.36386639863,300411.15911906044,265295.0901556302,151380.71456181287,504665.7190758366,216196.1744910159,4586492.36227891
F112017,763932589.2701629,3847323.307880684,4142913.6057826853,2238241350.67331,10220774.110314753,307123864.3188634,170571.19089102608,2661667072.8324733,4848350.46046324,163779704.28816757,180114845.1610504,12854.624388287713,14658.65045460074,160305.6064835032,395336.1093865827,95223.87081637084,12234693920.67487,858015.4778031853,3083891181.740944,106704.44392187,671518234.2120187,2397873909.244666,364049241.5222068,222915145.11878604,2599010.370256879,7878791304.518313,5177722.134372337,1193829128.4069843
F122017,882524221.2031763,99642.87921794168,640911.821060232,239929652.03176966,1975739.2012756087,124668266.9934694,17733.177616318717,6624264441.488344,672693.3375988249,155214667.96362036,128308689.6711416,2960.5745472575773,49512.86944806391,4449.331543155486,21501.72565421524,14774.400795403411,18333310780.161755,56886.94568148545,1017948618.1044185,5009.590461263031,395215582.721002,1226450877.7540054,315707591.14427173,13909979.758450514,11656348.31415598,612257921.1577675,260659.77556445877,744611271.6610441
