,DE,CRO,GA,CGO,GBO,PSS,SMA,EOA,BBO,AEO,GCO,TLO,FBIO,GSKA,QSA,HS,HGSO,NRO,EFO,EO,DO,GWO,HGS,HHO,WOA,PSO,SSA,PFA
F12017,17774604480.482777,13345002.71360824,9071330.500209391,20223010802.42184,355975278.5850504,2442020377.166978,11728840.204499498,37133806337.18226,22379034.38596977,2066506039.428417,22007394028.84731,3870.251588973138,9491692.593116185,561.2905217134387,32153.239530083887,1396701.8734661732,68240276985.05381,7372874.254561124,21308964628.541306,20528.7076256598,17430759228.705467,23929636922.2859,20554068485.333324,6909237913.128418,18775650634.53108,54872863050.72529,159524479.07352784,8327866559.276056
F22017,64002.29203517116,11419.837337510153,16211.802752811238,46680.59003138232,6346.092865719713,6705.027221471059,89.26541683914574,48899.77033986251,17222.409255808525,28490.054269146585,67973.40691053522,0.0030506149900112,4.430070850003394,0.0490361615395499,158.18203296765432,59.669215222900704,131488.66081653265,114.9617700202487,93935.83814653012,1.150050621803426,64178.43762208828,91277.67390638813,54127.81696560189,26194.76886408029,21306.22441135608,120121.2835369234,12591.693963071672,51785.85495996017
F32017,2902.485980310701,83.62920936549621,157.06758281367664,953.7385482583054,215.98241218689776,211.45302342714407,34.221336415048185,7326.822344564578,99.7956603018159,1088.7980332436296,2405.8383270598547,79.52332725983022,199.9496348018285,31.811590185932157,31.82271510804071,81.7129029382306,15968.443452047435,32.26646502041589,9852.115868748651,85.16285534962508,3195.808385521862,4871.079263982738,2065.284762726943,680.3740610513012,545.9099427602366,14929.643293476323,118.16888656567951,1143.954005687012
F42017,31652.912110518908,322.05593660963893,253.8325416448916,34058.360273881466,1064.684833986842,3213.793811469491,269.7380190677294,43787.95671864296,266.1805274959395,6412.939523384112,18915.5370221654,250.7277435585126,1150.2907094409643,223.2049459239571,212.2360165384185,304.0336470726187,78835.88173557728,152.13792407780616,55823.27603118312,90.2900101195786,8173.627141624479,22660.11861607981,27886.677351942268,7652.956579542054,12197.66534782937,68398.39125075057,9209.79542719778,14397.22614641688
F52017,0.0451167719410188,0.0013002556550909,0.0001676139643776,0.0061671382557889,0.0015837829245642,0.00877806660715,0.0365801134382389,0.0143511694279998,0.0010545942392089,0.009468452035519,0.0460288938347575,0.0001077690155037,0.000248370976065,0.0118464903996694,0.000581720037835,0.0008272692509046,0.0721595470351964,0.0015788948084039,0.0188788737951131,0.0001670336458965,0.0342713453055605,0.0168139919363809,0.0022997124577732,0.0123152480252784,0.0017702984490662,0.0630030863069652,0.0005362161963365,0.0261477961340339
F62017,71184.87069231783,3361.9825904602526,2013.0437675780452,2337.3872415146693,53023.61510614119,16808.014759873313,1288.614818088306,9106.02937788926,6193.573889100834,17928.367283760814,47874.97058615797,12259.298128877315,3084.7878261693168,2528.0866915129427,15513.693902232171,5667.748023674048,109539.08205309924,8095.609533947747,40922.70298188266,2899.3986394690583,44252.45507954784,27686.408513573268,15760.853522421972,14230.772465664411,9662.391924928175,64004.77750056994,6995.852814061092,47544.65092960637
F72017,3.495785280786348,0.1327488899906203,0.0610283390386584,0.6309974563555878,0.0958595991599524,0.4812420027534807,0.6960640714606346,1.9420906055560303,0.0417526443179129,0.7742695172741954,3.793991271809232,0.2724370743991642,0.0256173841089763,0.1559063669847265,1.7003782379239103,0.0102627633461355,5.181498852133265,0.3120413108840568,1.439212613617041,0.070754760502291,4.2174626713901775,1.6646297234353686,1.2486346766847196,0.0073382620891593,1.7151359338619834,7.896209795318657,0.1471174232695974,2.7670200090679007
F82017,39.34772105232438,19.402136919580062,4.081321080644866,19.411753637129895,7.324453717580861,2.684592069481082,4.770653674935321,18.71601714340432,8.294357638422639,16.089599390105988,56.04958524261782,1.081034284280365,3.447231646463538,1.4203033393586595e-09,1.034201311262168,6.473759039629937,60.46156235828487,0.8378726074928425,38.73381181324462,4.096735802807997,12.796582297493678,17.249117695734995,15.369707666989257,9.658516927136647,13.569582002374595,67.16059917058536,9.019656248225605,12.842874498785296
F92017,6826.91310500058,3584.911673441422,1428.9394648058824,5569.634132473055,5975.13064170338,5758.68102944448,3571.4376717745035,3648.945630552013,2941.84479390796,5985.757609589292,4401.665150195489,7239.947194228109,3441.060451950824,7505.871988618994,4144.416113652089,2063.355292293958,8300.448162800247,4459.479739257429,8399.447394439992,4319.204713917083,7135.878373066954,5367.852750168328,6160.353494762508,5250.252198229033,3248.535742914475,7719.533995247343,5698.725712172559,8026.883020397747
F102017,294457.18437217467,129083.85809015488,58900.04432957887,91214.03284477945,88312.0056191298,83028.81828155505,70573.17977414734,10537681.79239538,66990.90853573839,150894.55064238992,137621.0738140851,16641.017700309043,10151.631173462956,23183.239562523675,16333.79344472898,72627.81272772914,107442503.21400107,42844.13185417421,540295.0763628783,18408.578674600634,871731.3439960523,247811.3638663986,300411.1591190605,265295.09015563014,151380.7145618129,504665.7190758367,216196.1744910159,4586492.36227891
