,DE,CRO,GA,CGO,GBO,PSS,SMA,EOA,BBO,AEO,GCO,TLO,FBIO,GSKA,QSA,HS,HGSO,NRO,EFO,EO,DO,GWO,HGS,HHO,WOA,PSO,SSA,PFA
0,882524221.2031763,99642.87921794168,640911.821060232,239929652.03176963,1975739.2012756085,168934493.03020927,17733.177616318717,6624264441.488345,672693.3375988249,155214667.96362033,128308689.6711416,2960.5745472575773,49512.86944806391,4449.331543155485,21501.72565421524,14774.400795403411,18333310780.16176,56886.94568148545,1017948618.1044186,5009.590461263031,395215582.721002,1226450877.7540054,315707591.1442717,13909979.758450516,11656348.31415598,612257921.1577677,260659.7755644588,744611271.6610441
1,882524221.2031763,99642.87921794168,640911.821060232,239929652.03176963,1975739.2012756085,109063702.39371702,17733.177616318717,6624264441.488345,672693.3375988249,155214667.96362033,128308689.6711416,2960.5745472575773,49512.86944806391,4449.331543155485,21501.72565421524,14774.400795403411,18333310780.16176,56886.94568148545,1017948618.1044186,5009.590461263031,395215582.721002,1226450877.7540054,315707591.1442717,13909979.758450516,11656348.31415598,612257921.1577677,260659.7755644588,744611271.6610441
2,882524221.2031763,99642.87921794168,640911.821060232,239929652.03176963,1975739.2012756085,16552646.34434518,17733.177616318717,6624264441.488345,672693.3375988249,155214667.96362033,128308689.6711416,2960.5745472575773,49512.86944806391,4449.331543155485,21501.72565421524,14774.400795403411,18333310780.16176,56886.94568148545,1017948618.1044186,5009.590461263031,395215582.721002,1226450877.7540054,315707591.1442717,13909979.758450516,11656348.31415598,612257921.1577677,260659.7755644588,744611271.6610441
3,882524221.2031763,99642.87921794168,640911.821060232,239929652.03176963,1975739.2012756085,125427584.21026118,17733.177616318717,6624264441.488345,672693.3375988249,155214667.96362033,128308689.6711416,2960.5745472575773,49512.86944806391,4449.331543155485,21501.72565421524,14774.400795403411,18333310780.16176,56886.94568148545,1017948618.1044186,5009.590461263031,395215582.721002,1226450877.7540054,315707591.1442717,13909979.758450516,11656348.31415598,612257921.1577677,260659.7755644588,744611271.6610441
4,882524221.2031763,99642.87921794168,640911.821060232,239929652.03176963,1975739.2012756085,130028295.05013584,17733.177616318717,6624264441.488345,672693.3375988249,155214667.96362033,128308689.6711416,2960.5745472575773,49512.86944806391,4449.331543155485,21501.72565421524,14774.400795403411,18333310780.16176,56886.94568148545,1017948618.1044186,5009.590461263031,395215582.721002,1226450877.7540054,315707591.1442717,13909979.758450516,11656348.31415598,612257921.1577677,260659.7755644588,744611271.6610441
5,882524221.2031763,99642.87921794168,640911.821060232,239929652.03176963,1975739.2012756085,97660983.57377324,17733.177616318717,6624264441.488345,672693.3375988249,155214667.96362033,128308689.6711416,2960.5745472575773,49512.86944806391,4449.331543155485,21501.72565421524,14774.400795403411,18333310780.16176,56886.94568148545,1017948618.1044186,5009.590461263031,395215582.721002,1226450877.7540054,315707591.1442717,13909979.758450516,11656348.31415598,612257921.1577677,260659.7755644588,744611271.6610441
6,882524221.2031763,99642.87921794168,640911.821060232,239929652.03176963,1975739.2012756085,118062630.09063873,17733.177616318717,6624264441.488345,672693.3375988249,155214667.96362033,128308689.6711416,2960.5745472575773,49512.86944806391,4449.331543155485,21501.72565421524,14774.400795403411,18333310780.16176,56886.94568148545,1017948618.1044186,5009.590461263031,395215582.721002,1226450877.7540054,315707591.1442717,13909979.758450516,11656348.31415598,612257921.1577677,260659.7755644588,744611271.6610441
7,882524221.2031763,99642.87921794168,640911.821060232,239929652.03176963,1975739.2012756085,343024613.01270753,17733.177616318717,6624264441.488345,672693.3375988249,155214667.96362033,128308689.6711416,2960.5745472575773,49512.86944806391,4449.331543155485,21501.72565421524,14774.400795403411,18333310780.16176,56886.94568148545,1017948618.1044186,5009.590461263031,395215582.721002,1226450877.7540054,315707591.1442717,13909979.758450516,11656348.31415598,612257921.1577677,260659.7755644588,744611271.6610441
8,882524221.2031763,99642.87921794168,640911.821060232,239929652.03176963,1975739.2012756085,45341310.00072689,17733.177616318717,6624264441.488345,672693.3375988249,155214667.96362033,128308689.6711416,2960.5745472575773,49512.86944806391,4449.331543155485,21501.72565421524,14774.400795403411,18333310780.16176,56886.94568148545,1017948618.1044186,5009.590461263031,395215582.721002,1226450877.7540054,315707591.1442717,13909979.758450516,11656348.31415598,612257921.1577677,260659.7755644588,744611271.6610441
9,882524221.2031763,99642.87921794168,640911.821060232,239929652.03176963,1975739.2012756085,92586412.22817908,17733.177616318717,6624264441.488345,672693.3375988249,155214667.96362033,128308689.6711416,2960.5745472575773,49512.86944806391,4449.331543155485,21501.72565421524,14774.400795403411,18333310780.16176,56886.94568148545,1017948618.1044186,5009.590461263031,395215582.721002,1226450877.7540054,315707591.1442717,13909979.758450516,11656348.31415598,612257921.1577677,260659.7755644588,744611271.6610441
