,DE,CRO,GA,CGO,GBO,PSS,SMA,EOA,BBO,AEO,GCO,TLO,FBIO,GSKA,QSA,HS,HGSO,NRO,EFO,EO,DO,GWO,HGS,HHO,WOA,PSO,SSA,PFA
0,763932589.270163,3847323.307880684,4142913.605782685,2238241350.67331,10220774.110314753,284252692.17915964,170571.19089102608,2661667072.8324733,4848350.46046324,163779704.2881676,180114845.16105044,12854.624388287712,14658.650454600738,160305.6064835032,395336.1093865826,95223.87081637084,12234693920.674871,858015.4778031855,3083891181.740944,106704.44392187,671518234.2120187,2397873909.244666,364049241.5222068,222915145.11878607,2599010.370256879,7878791304.518314,5177722.134372336,1193829128.4069843
1,763932589.270163,3847323.307880684,4142913.605782685,2238241350.67331,10220774.110314753,192142563.68198255,170571.19089102608,2661667072.8324733,4848350.46046324,163779704.2881676,180114845.16105044,12854.624388287712,14658.650454600738,160305.6064835032,395336.1093865826,95223.87081637084,12234693920.674871,858015.4778031855,3083891181.740944,106704.44392187,671518234.2120187,2397873909.244666,364049241.5222068,222915145.11878607,2599010.370256879,7878791304.518314,5177722.134372336,1193829128.4069843
2,763932589.270163,3847323.307880684,4142913.605782685,2238241350.67331,10220774.110314753,383052897.7072564,170571.19089102608,2661667072.8324733,4848350.46046324,163779704.2881676,180114845.16105044,12854.624388287712,14658.650454600738,160305.6064835032,395336.1093865826,95223.87081637084,12234693920.674871,858015.4778031855,3083891181.740944,106704.44392187,671518234.2120187,2397873909.244666,364049241.5222068,222915145.11878607,2599010.370256879,7878791304.518314,5177722.134372336,1193829128.4069843
3,763932589.270163,3847323.307880684,4142913.605782685,2238241350.67331,10220774.110314753,182059251.4159817,170571.19089102608,2661667072.8324733,4848350.46046324,163779704.2881676,180114845.16105044,12854.624388287712,14658.650454600738,160305.6064835032,395336.1093865826,95223.87081637084,12234693920.674871,858015.4778031855,3083891181.740944,106704.44392187,671518234.2120187,2397873909.244666,364049241.5222068,222915145.11878607,2599010.370256879,7878791304.518314,5177722.134372336,1193829128.4069843
4,763932589.270163,3847323.307880684,4142913.605782685,2238241350.67331,10220774.110314753,674295737.9967601,170571.19089102608,2661667072.8324733,4848350.46046324,163779704.2881676,180114845.16105044,12854.624388287712,14658.650454600738,160305.6064835032,395336.1093865826,95223.87081637084,12234693920.674871,858015.4778031855,3083891181.740944,106704.44392187,671518234.2120187,2397873909.244666,364049241.5222068,222915145.11878607,2599010.370256879,7878791304.518314,5177722.134372336,1193829128.4069843
5,763932589.270163,3847323.307880684,4142913.605782685,2238241350.67331,10220774.110314753,304332734.47037745,170571.19089102608,2661667072.8324733,4848350.46046324,163779704.2881676,180114845.16105044,12854.624388287712,14658.650454600738,160305.6064835032,395336.1093865826,95223.87081637084,12234693920.674871,858015.4778031855,3083891181.740944,106704.44392187,671518234.2120187,2397873909.244666,364049241.5222068,222915145.11878607,2599010.370256879,7878791304.518314,5177722.134372336,1193829128.4069843
6,763932589.270163,3847323.307880684,4142913.605782685,2238241350.67331,10220774.110314753,241030530.33244333,170571.19089102608,2661667072.8324733,4848350.46046324,163779704.2881676,180114845.16105044,12854.624388287712,14658.650454600738,160305.6064835032,395336.1093865826,95223.87081637084,12234693920.674871,858015.4778031855,3083891181.740944,106704.44392187,671518234.2120187,2397873909.244666,364049241.5222068,222915145.11878607,2599010.370256879,7878791304.518314,5177722.134372336,1193829128.4069843
7,763932589.270163,3847323.307880684,4142913.605782685,2238241350.67331,10220774.110314753,354367722.4356799,170571.19089102608,2661667072.8324733,4848350.46046324,163779704.2881676,180114845.16105044,12854.624388287712,14658.650454600738,160305.6064835032,395336.1093865826,95223.87081637084,12234693920.674871,858015.4778031855,3083891181.740944,106704.44392187,671518234.2120187,2397873909.244666,364049241.5222068,222915145.11878607,2599010.370256879,7878791304.518314,5177722.134372336,1193829128.4069843
8,763932589.270163,3847323.307880684,4142913.605782685,2238241350.67331,10220774.110314753,262606161.47479025,170571.19089102608,2661667072.8324733,4848350.46046324,163779704.2881676,180114845.16105044,12854.624388287712,14658.650454600738,160305.6064835032,395336.1093865826,95223.87081637084,12234693920.674871,858015.4778031855,3083891181.740944,106704.44392187,671518234.2120187,2397873909.244666,364049241.5222068,222915145.11878607,2599010.370256879,7878791304.518314,5177722.134372336,1193829128.4069843
9,763932589.270163,3847323.307880684,4142913.605782685,2238241350.67331,10220774.110314753,193098351.49420264,170571.19089102608,2661667072.8324733,4848350.46046324,163779704.2881676,180114845.16105044,12854.624388287712,14658.650454600738,160305.6064835032,395336.1093865826,95223.87081637084,12234693920.674871,858015.4778031855,3083891181.740944,106704.44392187,671518234.2120187,2397873909.244666,364049241.5222068,222915145.11878607,2599010.370256879,7878791304.518314,5177722.134372336,1193829128.4069843
