trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10
23826.64818260896,23826.64818260896,23826.64818260896,23826.64818260896,23826.64818260896,23826.64818260896,23826.64818260896,23826.64818260896,23826.64818260896,23826.64818260896
20539.140574620207,20539.140574620207,20539.140574620207,20539.140574620207,20539.140574620207,20539.140574620207,20539.140574620207,20539.140574620207,20539.140574620207,20539.140574620207
17692.242063299527,17692.242063299527,17692.242063299527,17692.242063299527,17692.242063299527,17692.242063299527,17692.242063299527,17692.242063299527,17692.242063299527,17692.242063299527
17522.175185591535,17522.175185591535,17522.175185591535,17522.175185591535,17522.175185591535,17522.175185591535,17522.175185591535,17522.175185591535,17522.175185591535,17522.175185591535
16837.37781671772,16837.37781671772,16837.37781671772,16837.37781671772,16837.37781671772,16837.37781671772,16837.37781671772,16837.37781671772,16837.37781671772,16837.37781671772
15734.081270522272,15734.081270522272,15734.081270522272,15734.081270522272,15734.081270522272,15734.081270522272,15734.081270522272,15734.081270522272,15734.081270522272,15734.081270522272
14370.936301096466,14370.936301096466,14370.936301096466,14370.936301096466,14370.936301096466,14370.936301096466,14370.936301096466,14370.936301096466,14370.936301096466,14370.936301096466
14037.771274391005,14037.771274391005,14037.771274391005,14037.771274391005,14037.771274391005,14037.771274391005,14037.771274391005,14037.771274391005,14037.771274391005,14037.771274391005
13517.675717843378,13517.675717843378,13517.675717843378,13517.675717843378,13517.675717843378,13517.675717843378,13517.675717843378,13517.675717843378,13517.675717843378,13517.675717843378
13167.169778990292,13167.169778990292,13167.169778990292,13167.169778990292,13167.169778990292,13167.169778990292,13167.169778990292,13167.169778990292,13167.169778990292,13167.169778990292
12829.688847849651,12829.688847849651,12829.688847849651,12829.688847849651,12829.688847849651,12829.688847849651,12829.688847849651,12829.688847849651,12829.688847849651,12829.688847849651
12218.351347572736,12218.351347572736,12218.351347572736,12218.351347572736,12218.351347572736,12218.351347572736,12218.351347572736,12218.351347572736,12218.351347572736,12218.351347572736
12013.684957145684,12013.684957145684,12013.684957145684,12013.684957145684,12013.684957145684,12013.684957145684,12013.684957145684,12013.684957145684,12013.684957145684,12013.684957145684
11483.806621141863,11483.806621141863,11483.806621141863,11483.806621141863,11483.806621141863,11483.806621141863,11483.806621141863,11483.806621141863,11483.806621141863,11483.806621141863
11024.17963114118,11024.17963114118,11024.17963114118,11024.17963114118,11024.17963114118,11024.17963114118,11024.17963114118,11024.17963114118,11024.17963114118,11024.17963114118
10776.111915329362,10776.111915329362,10776.111915329362,10776.111915329362,10776.111915329362,10776.111915329362,10776.111915329362,10776.111915329362,10776.111915329362,10776.111915329362
10419.178887725855,10419.178887725855,10419.178887725855,10419.178887725855,10419.178887725855,10419.178887725855,10419.178887725855,10419.178887725855,10419.178887725855,10419.178887725855
9893.400457423968,9893.400457423968,9893.400457423968,9893.400457423968,9893.400457423968,9893.400457423968,9893.400457423968,9893.400457423968,9893.400457423968,9893.400457423968
9482.40559254053,9482.40559254053,9482.40559254053,9482.40559254053,9482.40559254053,9482.40559254053,9482.40559254053,9482.40559254053,9482.40559254053,9482.40559254053
9217.317906319913,9217.317906319913,9217.317906319913,9217.317906319913,9217.317906319913,9217.317906319913,9217.317906319913,9217.317906319913,9217.317906319913,9217.317906319913
9000.43274752417,9000.43274752417,9000.43274752417,9000.43274752417,9000.43274752417,9000.43274752417,9000.43274752417,9000.43274752417,9000.43274752417,9000.43274752417
8584.036785425496,8584.036785425496,8584.036785425496,8584.036785425496,8584.036785425496,8584.036785425496,8584.036785425496,8584.036785425496,8584.036785425496,8584.036785425496
8221.770171668215,8221.770171668215,8221.770171668215,8221.770171668215,8221.770171668215,8221.770171668215,8221.770171668215,8221.770171668215,8221.770171668215,8221.770171668215
8068.534412271416,8068.534412271416,8068.534412271416,8068.534412271416,8068.534412271416,8068.534412271416,8068.534412271416,8068.534412271416,8068.534412271416,8068.534412271416
7938.8490432478675,7938.8490432478675,7938.8490432478675,7938.8490432478675,7938.8490432478675,7938.8490432478675,7938.8490432478675,7938.8490432478675,7938.8490432478675,7938.8490432478675
7682.337328434078,7682.337328434078,7682.337328434078,7682.337328434078,7682.337328434078,7682.337328434078,7682.337328434078,7682.337328434078,7682.337328434078,7682.337328434078
7559.589338135888,7559.589338135888,7559.589338135888,7559.589338135888,7559.589338135888,7559.589338135888,7559.589338135888,7559.589338135888,7559.589338135888,7559.589338135888
7280.707566709559,7280.707566709559,7280.707566709559,7280.707566709559,7280.707566709559,7280.707566709559,7280.707566709559,7280.707566709559,7280.707566709559,7280.707566709559
7253.485348270613,7253.485348270613,7253.485348270613,7253.485348270613,7253.485348270613,7253.485348270613,7253.485348270613,7253.485348270613,7253.485348270613,7253.485348270613
7191.956538109585,7191.956538109585,7191.956538109585,7191.956538109585,7191.956538109585,7191.956538109585,7191.956538109585,7191.956538109585,7191.956538109585,7191.956538109585
7139.601083552886,7139.601083552886,7139.601083552886,7139.601083552886,7139.601083552886,7139.601083552886,7139.601083552886,7139.601083552886,7139.601083552886,7139.601083552886
7027.557995854803,7027.557995854803,7027.557995854803,7027.557995854803,7027.557995854803,7027.557995854803,7027.557995854803,7027.557995854803,7027.557995854803,7027.557995854803
7006.173758832021,7006.173758832021,7006.173758832021,7006.173758832021,7006.173758832021,7006.173758832021,7006.173758832021,7006.173758832021,7006.173758832021,7006.173758832021
6892.874586975713,6892.874586975713,6892.874586975713,6892.874586975713,6892.874586975713,6892.874586975713,6892.874586975713,6892.874586975713,6892.874586975713,6892.874586975713
6862.733420635777,6862.733420635777,6862.733420635777,6862.733420635777,6862.733420635777,6862.733420635777,6862.733420635777,6862.733420635777,6862.733420635777,6862.733420635777
6812.564834492239,6812.564834492239,6812.564834492239,6812.564834492239,6812.564834492239,6812.564834492239,6812.564834492239,6812.564834492239,6812.564834492239,6812.564834492239
6730.275826183108,6730.275826183108,6730.275826183108,6730.275826183108,6730.275826183108,6730.275826183108,6730.275826183108,6730.275826183108,6730.275826183108,6730.275826183108
6696.434125981045,6696.434125981045,6696.434125981045,6696.434125981045,6696.434125981045,6696.434125981045,6696.434125981045,6696.434125981045,6696.434125981045,6696.434125981045
6664.774846380061,6664.774846380061,6664.774846380061,6664.774846380061,6664.774846380061,6664.774846380061,6664.774846380061,6664.774846380061,6664.774846380061,6664.774846380061
6619.83158529705,6619.83158529705,6619.83158529705,6619.83158529705,6619.83158529705,6619.83158529705,6619.83158529705,6619.83158529705,6619.83158529705,6619.83158529705
6568.762027788816,6568.762027788816,6568.762027788816,6568.762027788816,6568.762027788816,6568.762027788816,6568.762027788816,6568.762027788816,6568.762027788816,6568.762027788816
6551.763520509711,6551.763520509711,6551.763520509711,6551.763520509711,6551.763520509711,6551.763520509711,6551.763520509711,6551.763520509711,6551.763520509711,6551.763520509711
6534.990361582016,6534.990361582016,6534.990361582016,6534.990361582016,6534.990361582016,6534.990361582016,6534.990361582016,6534.990361582016,6534.990361582016,6534.990361582016
