F12017,F22017,F32017,F42017,F52017,F62017,F72017,F82017,F92017,F102017,F112017,F122017,F132017,F142017,F152017,F162017,F172017,F182017,F192017,F202017
729937.8870713655,5.027048096098021,33.21097200132644,159.31797689761646,0.0003223106076606715,1185.4894303046367,0.02182734478481648,9.387383249905225,3585.377485506022,34123.06450116214,68380.87139409942,10945.655528375106,838074.175081843,29872.190546718244,22.267046891783195,1362.6831770921194,191821.28079107893,51863.993147682304,448.8089973784786,368.6844340774619
729937.8870713655,5.027048096098021,33.21097200132644,159.31797689761646,0.0003223106076606715,1185.4894303046367,0.02182734478481648,9.387383249905225,3585.377485506022,34123.06450116214,68380.87139409942,10945.655528375106,838074.175081843,29872.190546718244,22.267046891783195,1362.6831770921194,191821.28079107893,51863.993147682304,448.8089973784786,368.6844340774619
729937.8870713655,5.027048096098021,33.21097200132644,159.31797689761646,0.0003223106076606715,1185.4894303046367,0.02182734478481648,9.387383249905225,3585.377485506022,34123.06450116214,68380.87139409942,10945.655528375106,838074.175081843,29872.190546718244,22.267046891783195,1362.6831770921194,191821.28079107893,51863.993147682304,448.8089973784786,368.6844340774619
729937.8870713655,5.027048096098021,33.21097200132644,159.31797689761646,0.0003223106076606715,1185.4894303046367,0.02182734478481648,9.387383249905225,3585.377485506022,34123.06450116214,68380.87139409942,10945.655528375106,838074.175081843,29872.190546718244,22.267046891783195,1362.6831770921194,191821.28079107893,51863.993147682304,448.8089973784786,368.6844340774619
729937.8870713655,5.027048096098021,33.21097200132644,159.31797689761646,0.0003223106076606715,1185.4894303046367,0.02182734478481648,9.387383249905225,3585.377485506022,34123.06450116214,68380.87139409942,10945.655528375106,838074.175081843,29872.190546718244,22.267046891783195,1362.6831770921194,191821.28079107893,51863.993147682304,448.8089973784786,368.6844340774619
729937.8870713655,5.027048096098021,33.21097200132644,159.31797689761646,0.0003223106076606715,1185.4894303046367,0.02182734478481648,9.387383249905225,3585.377485506022,34123.06450116214,68380.87139409942,10945.655528375106,838074.175081843,29872.190546718244,22.267046891783195,1362.6831770921194,191821.28079107893,51863.993147682304,448.8089973784786,368.6844340774619
729937.8870713655,5.027048096098021,33.21097200132644,159.31797689761646,0.0003223106076606715,1185.4894303046367,0.02182734478481648,9.387383249905225,3585.377485506022,34123.06450116214,68380.87139409942,10945.655528375106,838074.175081843,29872.190546718244,22.267046891783195,1362.6831770921194,191821.28079107893,51863.993147682304,448.8089973784786,368.6844340774619
729937.8870713655,5.027048096098021,33.21097200132644,159.31797689761646,0.0003223106076606715,1185.4894303046367,0.02182734478481648,9.387383249905225,3585.377485506022,34123.06450116214,68380.87139409942,10945.655528375106,838074.175081843,29872.190546718244,22.267046891783195,1362.6831770921194,191821.28079107893,51863.993147682304,448.8089973784786,368.6844340774619
729937.8870713655,5.027048096098021,33.21097200132644,159.31797689761646,0.0003223106076606715,1185.4894303046367,0.02182734478481648,9.387383249905225,3585.377485506022,34123.06450116214,68380.87139409942,10945.655528375106,838074.175081843,29872.190546718244,22.267046891783195,1362.6831770921194,191821.28079107893,51863.993147682304,448.8089973784786,368.6844340774619
729937.8870713655,5.027048096098021,33.21097200132644,159.31797689761646,0.0003223106076606715,1185.4894303046367,0.02182734478481648,9.387383249905225,3585.377485506022,34123.06450116214,68380.87139409942,10945.655528375106,838074.175081843,29872.190546718244,22.267046891783195,1362.6831770921194,191821.28079107893,51863.993147682304,448.8089973784786,368.6844340774619
