F12017,F22017,F32017,F42017,F52017,F62017,F72017,F82017,F92017,F102017,F112017,F122017,F132017,F142017,F152017,F162017,F172017,F182017,F192017,F202017
19193294401.415848,74446.98766922306,6261.597890293654,34462.32487843332,0.011213031688224726,26311.514877403468,1.7243702729675732,11.541346115811157,5449.879337332749,441333.84382183314,1819572223.2796822,899596597.8073591,4339855.427573372,705921510.6398649,211793991.34858218,28195354.52998133,98405.14836030884,559801073378.8894,3397.6015953604947,32313.71355379179
19193294401.415848,74446.98766922306,6261.597890293654,34462.32487843332,0.011213031688224726,26311.514877403468,1.7243702729675732,11.541346115811157,5449.879337332749,441333.84382183314,1819572223.2796822,899596597.8073591,4339855.427573372,705921510.6398649,211793991.34858218,28195354.52998133,98405.14836030884,559801073378.8894,3397.6015953604947,32313.71355379179
19193294401.415848,74446.98766922306,6261.597890293654,34462.32487843332,0.011213031688224726,26311.514877403468,1.7243702729675732,11.541346115811157,5449.879337332749,441333.84382183314,1819572223.2796822,899596597.8073591,4339855.427573372,705921510.6398649,211793991.34858218,28195354.52998133,98405.14836030884,559801073378.8894,3397.6015953604947,32313.71355379179
19193294401.415848,74446.98766922306,6261.597890293654,34462.32487843332,0.011213031688224726,26311.514877403468,1.7243702729675732,11.541346115811157,5449.879337332749,441333.84382183314,1819572223.2796822,899596597.8073591,4339855.427573372,705921510.6398649,211793991.34858218,28195354.52998133,98405.14836030884,559801073378.8894,3397.6015953604947,32313.71355379179
19193294401.415848,74446.98766922306,6261.597890293654,34462.32487843332,0.011213031688224726,26311.514877403468,1.7243702729675732,11.541346115811157,5449.879337332749,441333.84382183314,1819572223.2796822,899596597.8073591,4339855.427573372,705921510.6398649,211793991.34858218,28195354.52998133,98405.14836030884,559801073378.8894,3397.6015953604947,32313.71355379179
19193294401.415848,74446.98766922306,6261.597890293654,34462.32487843332,0.011213031688224726,26311.514877403468,1.7243702729675732,11.541346115811157,5449.879337332749,441333.84382183314,1819572223.2796822,899596597.8073591,4339855.427573372,705921510.6398649,211793991.34858218,28195354.52998133,98405.14836030884,559801073378.8894,3397.6015953604947,32313.71355379179
19193294401.415848,74446.98766922306,6261.597890293654,34462.32487843332,0.011213031688224726,26311.514877403468,1.7243702729675732,11.541346115811157,5449.879337332749,441333.84382183314,1819572223.2796822,899596597.8073591,4339855.427573372,705921510.6398649,211793991.34858218,28195354.52998133,98405.14836030884,559801073378.8894,3397.6015953604947,32313.71355379179
19193294401.415848,74446.98766922306,6261.597890293654,34462.32487843332,0.011213031688224726,26311.514877403468,1.7243702729675732,11.541346115811157,5449.879337332749,441333.84382183314,1819572223.2796822,899596597.8073591,4339855.427573372,705921510.6398649,211793991.34858218,28195354.52998133,98405.14836030884,559801073378.8894,3397.6015953604947,32313.71355379179
19193294401.415848,74446.98766922306,6261.597890293654,34462.32487843332,0.011213031688224726,26311.514877403468,1.7243702729675732,11.541346115811157,5449.879337332749,441333.84382183314,1819572223.2796822,899596597.8073591,4339855.427573372,705921510.6398649,211793991.34858218,28195354.52998133,98405.14836030884,559801073378.8894,3397.6015953604947,32313.71355379179
19193294401.415848,74446.98766922306,6261.597890293654,34462.32487843332,0.011213031688224726,26311.514877403468,1.7243702729675732,11.541346115811157,5449.879337332749,441333.84382183314,1819572223.2796822,899596597.8073591,4339855.427573372,705921510.6398649,211793991.34858218,28195354.52998133,98405.14836030884,559801073378.8894,3397.6015953604947,32313.71355379179
