F12017,F22017,F32017,F42017,F52017,F62017,F72017,F82017,F92017,F102017,F112017,F122017,F132017,F142017,F152017,F162017,F172017,F182017,F192017,F202017
15586938712.881882,45892.25457375625,1036.2867242238176,12879.148052170416,0.027923102484242082,56995.04347955434,5.085968298726148,29.146972950219926,4823.246089701288,57989.06537383759,376357609.4800971,50998864.11523102,79523.51026935666,4302069.886380333,24470.765556379356,4062.5047685309964,100359.5000435235,14571591.950697945,2441.2807625386995,2022.5649580967008
15586938712.881882,45892.25457375625,1036.2867242238176,12879.148052170416,0.027923102484242082,56995.04347955434,5.085968298726148,29.146972950219926,4823.246089701288,57989.06537383759,376357609.4800971,50998864.11523102,79523.51026935666,4302069.886380333,24470.765556379356,4062.5047685309964,100359.5000435235,14571591.950697945,2441.2807625386995,2022.5649580967008
15586938712.881882,45892.25457375625,1036.2867242238176,12879.148052170416,0.027923102484242082,56995.04347955434,5.085968298726148,29.146972950219926,4823.246089701288,57989.06537383759,376357609.4800971,50998864.11523102,79523.51026935666,4302069.886380333,24470.765556379356,4062.5047685309964,100359.5000435235,14571591.950697945,2441.2807625386995,2022.5649580967008
15586938712.881882,45892.25457375625,1036.2867242238176,12879.148052170416,0.027923102484242082,56995.04347955434,5.085968298726148,29.146972950219926,4823.246089701288,57989.06537383759,376357609.4800971,50998864.11523102,79523.51026935666,4302069.886380333,24470.765556379356,4062.5047685309964,100359.5000435235,14571591.950697945,2441.2807625386995,2022.5649580967008
15586938712.881882,45892.25457375625,1036.2867242238176,12879.148052170416,0.027923102484242082,56995.04347955434,5.085968298726148,29.146972950219926,4823.246089701288,57989.06537383759,376357609.4800971,50998864.11523102,79523.51026935666,4302069.886380333,24470.765556379356,4062.5047685309964,100359.5000435235,14571591.950697945,2441.2807625386995,2022.5649580967008
15586938712.881882,45892.25457375625,1036.2867242238176,12879.148052170416,0.027923102484242082,56995.04347955434,5.085968298726148,29.146972950219926,4823.246089701288,57989.06537383759,376357609.4800971,50998864.11523102,79523.51026935666,4302069.886380333,24470.765556379356,4062.5047685309964,100359.5000435235,14571591.950697945,2441.2807625386995,2022.5649580967008
15586938712.881882,45892.25457375625,1036.2867242238176,12879.148052170416,0.027923102484242082,56995.04347955434,5.085968298726148,29.146972950219926,4823.246089701288,57989.06537383759,376357609.4800971,50998864.11523102,79523.51026935666,4302069.886380333,24470.765556379356,4062.5047685309964,100359.5000435235,14571591.950697945,2441.2807625386995,2022.5649580967008
15586938712.881882,45892.25457375625,1036.2867242238176,12879.148052170416,0.027923102484242082,56995.04347955434,5.085968298726148,29.146972950219926,4823.246089701288,57989.06537383759,376357609.4800971,50998864.11523102,79523.51026935666,4302069.886380333,24470.765556379356,4062.5047685309964,100359.5000435235,14571591.950697945,2441.2807625386995,2022.5649580967008
15586938712.881882,45892.25457375625,1036.2867242238176,12879.148052170416,0.027923102484242082,56995.04347955434,5.085968298726148,29.146972950219926,4823.246089701288,57989.06537383759,376357609.4800971,50998864.11523102,79523.51026935666,4302069.886380333,24470.765556379356,4062.5047685309964,100359.5000435235,14571591.950697945,2441.2807625386995,2022.5649580967008
15586938712.881882,45892.25457375625,1036.2867242238176,12879.148052170416,0.027923102484242082,56995.04347955434,5.085968298726148,29.146972950219926,4823.246089701288,57989.06537383759,376357609.4800971,50998864.11523102,79523.51026935666,4302069.886380333,24470.765556379356,4062.5047685309964,100359.5000435235,14571591.950697945,2441.2807625386995,2022.5649580967008
