F12017,F22017,F32017,F42017,F52017,F62017,F72017,F82017,F92017,F102017,F112017,F122017,F132017,F142017,F152017,F162017,F172017,F182017,F192017,F202017
482167811.9686156,5721.124117183648,183.14892283852498,663.1527668291142,0.0009157303547256554,33995.33660972644,0.10091158097059935,4.939509193049493,4151.608125584473,135958.81112756883,9521033.825419484,1274775.0307963546,245205.77496391244,601278.4582077431,113956.93379531735,15751.738221566362,71405.19799948238,847501.192023158,1584.2014398089693,533.9934668598869
482167811.9686156,5721.124117183648,183.14892283852498,663.1527668291142,0.0009157303547256554,33995.33660972644,0.10091158097059935,4.939509193049493,4151.608125584473,135958.81112756883,9521033.825419484,1274775.0307963546,245205.77496391244,601278.4582077431,113956.93379531735,15751.738221566362,71405.19799948238,847501.192023158,1584.2014398089693,533.9934668598869
482167811.9686156,5721.124117183648,183.14892283852498,663.1527668291142,0.0009157303547256554,33995.33660972644,0.10091158097059935,4.939509193049493,4151.608125584473,135958.81112756883,9521033.825419484,1274775.0307963546,245205.77496391244,601278.4582077431,113956.93379531735,15751.738221566362,71405.19799948238,847501.192023158,1584.2014398089693,533.9934668598869
482167811.9686156,5721.124117183648,183.14892283852498,663.1527668291142,0.0009157303547256554,33995.33660972644,0.10091158097059935,4.939509193049493,4151.608125584473,135958.81112756883,9521033.825419484,1274775.0307963546,245205.77496391244,601278.4582077431,113956.93379531735,15751.738221566362,71405.19799948238,847501.192023158,1584.2014398089693,533.9934668598869
482167811.9686156,5721.124117183648,183.14892283852498,663.1527668291142,0.0009157303547256554,33995.33660972644,0.10091158097059935,4.939509193049493,4151.608125584473,135958.81112756883,9521033.825419484,1274775.0307963546,245205.77496391244,601278.4582077431,113956.93379531735,15751.738221566362,71405.19799948238,847501.192023158,1584.2014398089693,533.9934668598869
482167811.9686156,5721.124117183648,183.14892283852498,663.1527668291142,0.0009157303547256554,33995.33660972644,0.10091158097059935,4.939509193049493,4151.608125584473,135958.81112756883,9521033.825419484,1274775.0307963546,245205.77496391244,601278.4582077431,113956.93379531735,15751.738221566362,71405.19799948238,847501.192023158,1584.2014398089693,533.9934668598869
482167811.9686156,5721.124117183648,183.14892283852498,663.1527668291142,0.0009157303547256554,33995.33660972644,0.10091158097059935,4.939509193049493,4151.608125584473,135958.81112756883,9521033.825419484,1274775.0307963546,245205.77496391244,601278.4582077431,113956.93379531735,15751.738221566362,71405.19799948238,847501.192023158,1584.2014398089693,533.9934668598869
482167811.9686156,5721.124117183648,183.14892283852498,663.1527668291142,0.0009157303547256554,33995.33660972644,0.10091158097059935,4.939509193049493,4151.608125584473,135958.81112756883,9521033.825419484,1274775.0307963546,245205.77496391244,601278.4582077431,113956.93379531735,15751.738221566362,71405.19799948238,847501.192023158,1584.2014398089693,533.9934668598869
482167811.9686156,5721.124117183648,183.14892283852498,663.1527668291142,0.0009157303547256554,33995.33660972644,0.10091158097059935,4.939509193049493,4151.608125584473,135958.81112756883,9521033.825419484,1274775.0307963546,245205.77496391244,601278.4582077431,113956.93379531735,15751.738221566362,71405.19799948238,847501.192023158,1584.2014398089693,533.9934668598869
482167811.9686156,5721.124117183648,183.14892283852498,663.1527668291142,0.0009157303547256554,33995.33660972644,0.10091158097059935,4.939509193049493,4151.608125584473,135958.81112756883,9521033.825419484,1274775.0307963546,245205.77496391244,601278.4582077431,113956.93379531735,15751.738221566362,71405.19799948238,847501.192023158,1584.2014398089693,533.9934668598869
